journal,year,title,link
MKSC,2025,Heterogeneous Complementarity and Team Design: The Case of Real Estate Agents,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0017
MKSC,2025,Understanding Users’ Content Contribution Behavior When Knowledge Can Be Priced,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0205
MKSC,2025,Navigating the Creator Economy: An Analysis of Content Promotion and View Allocation Policies on Digital Content Platforms,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0573
MKSC,2025,Consumer Search and Product Returns,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0298
MKSC,2025,Regulating Explainable Artificial Intelligence (XAI) May Harm Consumers,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0396
MKSC,2025,Commentary on “Pricing Prototypical Products”,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0579
MKSC,2025,Rejoinder: Can a Prototypical Product Be Priced Lower Than a Nonprototypical Product?,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2024.1074
MKSC,2025,Focus on Authors,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.focusonaus.v44.3
MKSC,2025,Editorial Board,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.eb.v44n3
MKSC,2025,Engagement That Sells: Influencer Video Advertising on TikTok,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2021.0107
MKSC,2025,Estimating the Value of Offsite Tracking Data to Advertisers: Evidence from Meta,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0274
MKSC,2025,Product Safety and Liability with Deceptive Advertising and Moral Hazard,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0173
MKSC,2025,On the Profitability of Loyalty,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0109
MKSC,2025,Personalizing Ad Load to Optimize Subscription and Ad Revenues: Product Strategies Constructed from Experiments on Pandora,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0357
MKSC,2025,Overdiagnosis and Undertesting for Infectious Diseases,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0038
MKSC,2025,"Endogenous Costs, Market Competition, and Disclosure",https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0346
MKSC,2025,Targeted Advertising as Implicit Recommendation: Strategic Mistargeting and Personal Data Opt-out,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0117
MKSC,2025,Inventory Information Frictions Explain Price Rigidity in Perishable Groceries,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0473
MKSC,2025,Parallel Experimentation and Competitive Interference on Online Advertising Platforms,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0194
MKSC,2025,Multiobjective Personalization of Marketing Interventions,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0122
MKSC,2025,Practice Prize Report: The 2024 Gary Lilien ISMS Practice Prize Competition,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2024.1172
MKSC,2025,2024Marketing ScienceService Awards,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.servawards.v44.n2
MKSC,2025,2024 Guest Associate Editors and Ad Hoc Reviewers,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.ack.v44.n2
MKSC,2025,Focus on Authors,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.focusonaus.v44.2
MKSC,2025,Editorial Board,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.eb.v44n2
MKSC,2025,Recommending for a Multi-Sided Marketplace: A Multi-Objective Hierarchical Approach,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0238
MKSC,2025,Can AI and AI-Hybrids Detect Persuasion Skills? Salesforce Hiring with Conversational Video Interviews,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0149
MKSC,2025,What Drives Demand for Playlists on Spotify?,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0273
MKSC,2025,Asymmetric Impact of Matching Technology on Influencer Marketing: Implications for Platform Revenue,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0211
MKSC,2025,The Value of Platform Endorsement,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0226
MKSC,2025,Estimating Parameters of Structural Models Using Neural Networks,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0360
MKSC,2025,Call Me Maybe: Does Customer Feedback Seeking Impact Nonsolicited Customers?,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2023.0324
MKSC,2025,The Interactions of Customer Reviews and Price and Their Dual Roles in Conveying Quality Information,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0380
MKSC,2025,Online Causal Inference for Advertising in Real-Time Bidding Auctions,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0406
MKSC,2025,A Theory-Based Explainable Deep Learning Architecture for Music Emotion,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2022.0323
MKSC,2025,Modeling Behavioral Dynamics in Digital Content Consumption: An Attention-Based Neural Point Process Approach with Applications in Video Games,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2020.0180
MKSC,2025,Erratum on “Purchase Decision Reversals” Model by Shulman et al. (2015),https://pubsonline.informs.org/doi/abs/10.1287/mksc.2024.0837
MKSC,2025,Rejoinder: “Consumer Uncertainty and Purchase Decision Reversals: Theory and Evidence”,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2024.1022
MKSC,2025,Focus on Authors,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.focusonaus.v44.1
MKSC,2025,Editorial Board,https://pubsonline.informs.org/doi/abs/10.1287/mksc.2025.eb.v44n1
JMX,2025,"FromJMas Catalyst toJMas Community: Positive, Bold, and Pragmatic",https://journals.sagepub.com/doi/abs/10.1177/00222429251336054
JMX,2025,Intersectionality in Marketing: A Paradigm for Understanding Understudied Consumers,https://journals.sagepub.com/doi/abs/10.1177/00222429241258493
JMX,2025,"Commentary on “Intersectionality in Marketing: A Paradigm for Understanding Understudied
                        Consumers”",https://journals.sagepub.com/doi/abs/10.1177/00222429241270738
JMX,2025,How Socioeconomic Status Shapes Food Preferences and Perceptions,https://journals.sagepub.com/doi/abs/10.1177/00222429241296048
JMX,2025,"Sponsored Content as an Epistemic Market Object: How Platformization of Brand–Creator
                        Partnerships Disrupts Valuation, Coproduction, and the Relationship Between Market
                        Actors",https://journals.sagepub.com/doi/abs/10.1177/00222429241296459
JMX,2025,Holistic Selling: An Emerging Paradigm in B2B Markets,https://journals.sagepub.com/doi/abs/10.1177/00222429251338820
JMX,2025,Better Innovation for a Better World,https://journals.sagepub.com/doi/abs/10.1177/00222429251322774
JMX,2025,"New Tools, New Rules: A Practical Guide to Effective and Responsible Generative AI
                        Use for Surveys and Experiments in Research",https://journals.sagepub.com/doi/abs/10.1177/00222429251349882
JMX,2025,Lower Artificial Intelligence Literacy Predicts Greater AI Receptivity,https://journals.sagepub.com/doi/abs/10.1177/00222429251314491
JMX,2025,"Authenticity in Influencer Marketing: How Can Influencers and Brands Work Together
                        to Build and Maintain Influencer Authenticity?",https://journals.sagepub.com/doi/abs/10.1177/00222429251319786
JMX,2025,"Can Marketing Enable Firms to Counter Import Competition? Evidence from the China
                        Shock",https://journals.sagepub.com/doi/abs/10.1177/00222429251319310
JMX,2025,Sales Pipeline Technology: Automated Lead Nurturing,https://journals.sagepub.com/doi/abs/10.1177/00222429251321417
JMX,2025,Do More Likes Lead to More Clicks? Evidence from a Field Experiment on Social Advertising,https://journals.sagepub.com/doi/abs/10.1177/00222429241307608
JMX,2025,"Diversity Matters: How Film Critic Ratings Vary with Critic and Movie Cast Racial
                        Profiles",https://journals.sagepub.com/doi/abs/10.1177/00222429251314385
JMX,2025,The Effect of Company Size on Aggregate Word-of-Mouth Valence,https://journals.sagepub.com/doi/abs/10.1177/00222429251320603
JMX,2025,"Immersive Service: Characteristics, Challenges, and Pathways to Consumer Agency",https://journals.sagepub.com/doi/abs/10.1177/00222429251319312
JMX,2025,Conceptual Research: Multidisciplinary Insights for Marketing,https://journals.sagepub.com/doi/abs/10.1177/00222429241302814
JMX,2025,"Fixing Onlies Versus Advancing Multiples: Number of Children and Parents’ Preferences
                        for Educational Products",https://journals.sagepub.com/doi/abs/10.1177/00222429241306009
JMX,2025,"Retailer Differentiation in Social Media: An Investigation of Firm-Generated Content
                        on Twitter",https://journals.sagepub.com/doi/abs/10.1177/00222429241298654
JMX,2025,"Cardio with Mr. Treadmill: How Anthropomorphizing the Means of Goal Pursuit Increases
                        Motivation",https://journals.sagepub.com/doi/abs/10.1177/00222429241303387
JMX,2025,The Impact of App Crashes on Consumer Engagement,https://journals.sagepub.com/doi/abs/10.1177/00222429241304322
JMX,2025,Beyond the Pair: Media Archetypes and Complex Channel Synergies in Advertising,https://journals.sagepub.com/doi/abs/10.1177/00222429241302808
JMX,2025,"Color Me Effective: The Impact of Color Saturation on Perceptions of Potency and Product
                        Efficacy",https://journals.sagepub.com/doi/abs/10.1177/00222429241296392
JMX,2025,"Racial Inequity in Donation-Based Crowdfunding Platforms: The Role of Facial Emotional
                        Expressiveness",https://journals.sagepub.com/doi/abs/10.1177/00222429241300320
JMX,2025,Constructive Peer Review Made Practical: A Guide to the EMPATHY Framework,https://journals.sagepub.com/doi/abs/10.1177/00222429241312127
JMX,2025,"Buy Now, Pay Later: Impact of Installment Payments on Customer Purchases",https://journals.sagepub.com/doi/abs/10.1177/00222429241282414
JMX,2025,The Race for Data: Utilizing Informative or Persuasive Cues to Gain Opt-In?,https://journals.sagepub.com/doi/abs/10.1177/00222429241288456
JMX,2025,"The Minority Ownership Awareness Effect: When Promoting Minority Ownership Increases
                        Brand Evaluations",https://journals.sagepub.com/doi/abs/10.1177/00222429241283811
JMX,2025,The Impact of Air Pollution on Consumer Spending,https://journals.sagepub.com/doi/abs/10.1177/00222429241282998
JMX,2025,Business-to-Investor Marketing: The Interplay of Costly and Costless Signals,https://journals.sagepub.com/doi/abs/10.1177/00222429241288464
JMX,2025,"To Dispose or Eat? The Impact of Perceived Healthiness on Consumption Decisions for
                        About-to-Expire Foods",https://journals.sagepub.com/doi/abs/10.1177/00222429241299392
JMX,2025,Timing Legitimacy: Identifying the Optimal Moment to Launch Technology in the Market,https://journals.sagepub.com/doi/abs/10.1177/00222429241280405
JMX,2025,"Social Profit Orientation: Lessons from Organizations Committed to Building a Better
                        World",https://journals.sagepub.com/doi/abs/10.1177/00222429241258495
JMX,2025,Becoming More Socially Profit Oriented,https://journals.sagepub.com/doi/abs/10.1177/00222429241293990
JMX,2025,"Driving Social Profit: Frontline Insights from an Entrepreneur Committed to Sustainable
                        Innovation",https://journals.sagepub.com/doi/abs/10.1177/00222429241293973
JMX,2025,"Is This for Me? Differential Responses to Skin Tone Inclusivity Initiatives by Underrepresented
                        Consumers and Represented Consumers",https://journals.sagepub.com/doi/abs/10.1177/00222429241268634
JMX,2025,"AI–Human Hybrids for Marketing Research: Leveraging Large Language Models (LLMs) as
                        Collaborators",https://journals.sagepub.com/doi/abs/10.1177/00222429241276529
JMX,2025,"Where A/B Testing Goes Wrong: How Divergent Delivery Affects What Online Experiments
                        Cannot (and Can) Tell You About How Customers Respond to Advertising",https://journals.sagepub.com/doi/abs/10.1177/00222429241275886
JMX,2025,"The Enrichment Economy: Market Dynamics, Brand Strategy, and Ethics",https://journals.sagepub.com/doi/abs/10.1177/00222429241275014
JMX,2025,Within-Category Satiation and Cross-Category Spillover in Multiproduct Advertising,https://journals.sagepub.com/doi/abs/10.1177/00222429241274727
JMX,2025,How Retailers Change Ordering Strategies When Suppliers Go Direct,https://journals.sagepub.com/doi/abs/10.1177/00222429241266576
JMX,2025,Framing of Differences: Visual Product Frames Reduce Consumer Choice Deferrals,https://journals.sagepub.com/doi/abs/10.1177/00222429241280224
JMX,2025,Emotional Energy: When Customer Interactions Energize Service Employees,https://journals.sagepub.com/doi/abs/10.1177/00222429241260637
JMX,2025,"The Prosocial Ambassador Effect: Adopting an Ambassador Role Increases Sustainable
                        Behavior",https://journals.sagepub.com/doi/abs/10.1177/00222429241265000
JMX,2025,"Political Polarization Triggers Conservatives’ Misinformation Spread to Attain Ingroup
                        Dominance",https://journals.sagepub.com/doi/abs/10.1177/00222429241264997
JMX,2025,Anatomical Depiction: How Showing a Product's Inner Structure Shapes Product Valuations,https://journals.sagepub.com/doi/abs/10.1177/00222429241257911
JMX,2025,"Positive Emotions During Search Engine Use: How You Feel Impacts What You Search for
                        and Click On",https://journals.sagepub.com/doi/abs/10.1177/00222429241263012
JMX,2025,"Sales Performance Rankings: Examining the Impact of the Type of Information Displayed
                        on Sales Force Outcomes",https://journals.sagepub.com/doi/abs/10.1177/00222429241264191
JMX,2025,Self-Donations and Charitable Contributions in Online Crowdfunding: An Empirical Analysis,https://journals.sagepub.com/doi/abs/10.1177/00222429241260687
JMX,2025,"BMW Is Powerful, Beemer Is Not: Nickname Branding Impairs Brand Performance",https://journals.sagepub.com/doi/abs/10.1177/00222429241266586
MRJ,2025,How Fatal School Shootings Impact a Community's Consumption,https://journals.sagepub.com/doi/abs/10.1177/00222437251350150
MRJ,2025,"Brands in Unsafe Places: Effects of Brand 
                        Safety Incidents on Brand Outcomes",https://journals.sagepub.com/doi/abs/10.1177/00222437251349522
MRJ,2025,How Firms Can Steer Social Media Conversations,https://journals.sagepub.com/doi/abs/10.1177/00222437251329816
MRJ,2025,The Effect of Gender-Neutral Marketing on Consumer Attribute Preference,https://journals.sagepub.com/doi/abs/10.1177/00222437251320605
MRJ,2025,"Accounting for Formative and Reflective Topics in Product Review Data for Better Consumer
                        Insights",https://journals.sagepub.com/doi/abs/10.1177/00222437251315745
MRJ,2025,Mapping Spatial Heterogeneity in Retail Advertising Effectiveness,https://journals.sagepub.com/doi/abs/10.1177/00222437251328601
MRJ,2025,"The Effects of Off-Price Store Opening on the Incumbent Channels of a Multichannel
                        Retailer: Full-Line Stores Versus Online Store",https://journals.sagepub.com/doi/abs/10.1177/00222437251347193
MRJ,2025,Modeling Categorized Consumer Collections with Interlocked Hypergraph Neural Networks,https://journals.sagepub.com/doi/abs/10.1177/00222437251349798
MRJ,2025,The Token-Effort Effect: Trivial Redemption Effort Increases Price Promotion Effectiveness,https://journals.sagepub.com/doi/abs/10.1177/00222437251338050
MRJ,2025,Consumer Response to Climate Change: Wildfire Smoke and Sustainable Product Choice,https://journals.sagepub.com/doi/abs/10.1177/00222437251352490
MRJ,2025,An AI Method to Score Celebrity Visual Potential,https://journals.sagepub.com/doi/abs/10.1177/00222437251323238
MRJ,2025,The Slang Paradox: Connecting or Disconnecting with Consumers?,https://journals.sagepub.com/doi/abs/10.1177/00222437251322453
MRJ,2025,Cross-Channel Effects of Failure in a Retailer's Mobile App,https://journals.sagepub.com/doi/abs/10.1177/00222437251318660
MRJ,2025,"How Awe in Marketing Communications Decreases Consumer Preferences for Limited Edition
                        Products",https://journals.sagepub.com/doi/abs/10.1177/00222437251333742
MRJ,2025,Consumers Believe Legal Products Are Less Effective Than Illegal Products,https://journals.sagepub.com/doi/abs/10.1177/00222437251328249
MRJ,2025,"Artificial Intelligence on Call: The Physician's Decision of Whether to Use AI in
                        Clinical Practice",https://journals.sagepub.com/doi/abs/10.1177/00222437251332898
MRJ,2025,"Units or Pounds? How Anchoring on Salient Price Information Influences Perceptions
                        of Product Value",https://journals.sagepub.com/doi/abs/10.1177/00222437251340367
MRJ,2025,"Product Returns and Assortment Decisions: A Strategic Analysis of Online and Offline
                        Competition",https://journals.sagepub.com/doi/abs/10.1177/00222437251314370
MRJ,2025,Retributive Philanthropy,https://journals.sagepub.com/doi/abs/10.1177/00222437251320021
MRJ,2025,"Overestimating Stars, Underestimating Numbers: The Hidden Impact of Rating Formats",https://journals.sagepub.com/doi/abs/10.1177/00222437251322425
MRJ,2025,Groceries or School Cafeterias: How Households Respond to School Nutrition Mandates,https://journals.sagepub.com/doi/abs/10.1177/00222437241291481
MRJ,2025,Does Featuring People with Disabilities Help or Hurt Fashion Marketing Effectiveness?,https://journals.sagepub.com/doi/abs/10.1177/00222437241309310
MRJ,2025,Addressing Endogeneity Using a Two-Stage Copula Generated Regressor Approach,https://journals.sagepub.com/doi/abs/10.1177/00222437241296453
MRJ,2025,"Disrespectful Promotions: The Negative Impact of Price Promotions on Products Symbolically
                        Linked to Stigmatized Identities",https://journals.sagepub.com/doi/abs/10.1177/00222437241293065
MRJ,2025,To Acquire or to Ally? The Impact of Strategic Emphasis on Governance Mode Choice,https://journals.sagepub.com/doi/abs/10.1177/00222437251320024
MRJ,2025,That's So Cringeworthy! Understanding What Cringe Is and Why We Want to Share It,https://journals.sagepub.com/doi/abs/10.1177/00222437241305104
MRJ,2025,Identifying Competitors in Geographical Markets Using the CSIS Method,https://journals.sagepub.com/doi/abs/10.1177/00222437241302102
MRJ,2025,"Do EEG Metrics Derived from Trailers Predict the Commercial Success of Movies? A Systematic
                        Analysis of Five Independent Datasets",https://journals.sagepub.com/doi/abs/10.1177/00222437241309875
MRJ,2025,Smart Contracts in Supply Chains,https://journals.sagepub.com/doi/abs/10.1177/00222437251314003
MRJ,2025,The Sound of Status: Product Volume as a Status Signal of Dominance or Prestige,https://journals.sagepub.com/doi/abs/10.1177/00222437251314368
MRJ,2025,"Generative Interpretable Visual Design: Using Disentanglement for Visual Conjoint
                        Analysis",https://journals.sagepub.com/doi/abs/10.1177/00222437241276736
MRJ,2025,Rejections Are Stickier Than Choices,https://journals.sagepub.com/doi/abs/10.1177/00222437241301417
MRJ,2025,"Multi-Segment and Single-Segment Sales Contests: Evidence of Their Effectiveness and
                        the Underlying Mechanisms",https://journals.sagepub.com/doi/abs/10.1177/00222437241307577
MRJ,2025,"Commentary: Revisiting Scalable Targeted Marketing with Distributed Markov Chain Monte
                        Carlo",https://journals.sagepub.com/doi/abs/10.1177/00222437241255307
MRJ,2025,Reply: “Revisiting Scalable Target Marketing…”,https://journals.sagepub.com/doi/abs/10.1177/00222437251330558
MRJ,2025,"Understanding Unitized Food Choice: The Role of Social Context and Marketing Factors
                        in Mitigating Overconsumption",https://journals.sagepub.com/doi/abs/10.1177/00222437241297907
MRJ,2025,The Multitier Discount Effect,https://journals.sagepub.com/doi/abs/10.1177/00222437241295719
MRJ,2025,Customer-Centric Contract Changes,https://journals.sagepub.com/doi/abs/10.1177/00222437251314024
MRJ,2025,"The Conditional-Promotion Paradox: When and Why Conditional Promotions Decrease Total
                        Sales of the Promoted Product",https://journals.sagepub.com/doi/abs/10.1177/00222437241309324
MRJ,2025,"From Streetwear to High Fashion: How Nonelite Producers Use Hybridization to Enter
                        an Elite Category",https://journals.sagepub.com/doi/abs/10.1177/00222437251314372
MRJ,2025,Are We Worse Off After Policy Repeals? Evidence from Two Green Policies,https://journals.sagepub.com/doi/abs/10.1177/00222437241290157
MRJ,2025,"The Last Hurrah Effect: End-of-Period Temporal Landmarks Increase Optimism and Financial
                        Risk-Taking",https://journals.sagepub.com/doi/abs/10.1177/00222437241286785
MRJ,2025,Monitoring Technologies in Industrial Systems,https://journals.sagepub.com/doi/abs/10.1177/00222437241282308
MRJ,2025,Driving Mobile App User Engagement Through Gamification,https://journals.sagepub.com/doi/abs/10.1177/00222437241275927
MRJ,2025,"Crowdfunding Success for Female Versus Male Entrepreneurs Depends on Whether a Consumer
                        Versus Investor Decision Frame Is Salient",https://journals.sagepub.com/doi/abs/10.1177/00222437241286790
MRJ,2025,Attention Spillovers from News to Ads: Evidence from an Eye-Tracking Experiment,https://journals.sagepub.com/doi/abs/10.1177/00222437241256900
MRJ,2025,Who Shares Fake News? Uncovering Insights from Social Media Users’ Post Histories,https://journals.sagepub.com/doi/abs/10.1177/00222437241281873
MRJ,2025,How Listening Versus Reading Alters Consumers’ Interpretations of News,https://journals.sagepub.com/doi/abs/10.1177/00222437241280068
MRJ,2025,Bayesian Nonparametric Sequential Search,https://journals.sagepub.com/doi/abs/10.1177/00222437241274660
MRJ,2025,The Golden Halo of Defaults in Simple Choices,https://journals.sagepub.com/doi/abs/10.1177/00222437241303738
MRJ,2025,Getting the Board on Board: Marketing Department Power and Board Interlocks,https://journals.sagepub.com/doi/abs/10.1177/00222437241272180
MRJ,2025,Sharing to Persuade: The Role of Donor- Versus Charity-Focused Word of Mouth,https://journals.sagepub.com/doi/abs/10.1177/00222437241268491
MRJ,2025,Designing Quality Certificates: Insights from eBay,https://journals.sagepub.com/doi/abs/10.1177/00222437241270222
